op_id,vhc_id,mod_at,src_at,cur,inc,dec
5,13,2026-08-05 23:00:50.150614,2026-08-05 22:57:30.150614,18,0,10
5,13,2026-08-05 23:01:20.150614,2026-08-05 22:58:00.150614,16,14,8
5,13,2026-08-05 23:01:50.150614,2026-08-05 22:58:30.150614,18,20,20
5,13,2026-08-05 23:02:20.150614,2026-08-05 22:59:00.150614,15,13,2
5,13,2026-08-05 23:02:50.150614,2026-08-05 22:59:30.150614,10,5,3
5,13,2026-08-05 23:03:20.150614,2026-08-05 23:00:00.150614,4,2,4
5,13,2026-08-05 23:03:50.150614,2026-08-05 23:00:30.150614,17,10,18
5,13,2026-08-05 23:04:20.150614,2026-08-05 23:01:00.150614,5,12,1
5,13,2026-08-05 23:04:50.150614,2026-08-05 23:01:30.150614,18,0,10
5,13,2026-08-05 23:05:20.150614,2026-08-05 23:02:00.150614,2,16,11
5,13,2026-08-05 23:05:50.150614,2026-08-05 23:02:30.150614,18,17,10
5,13,2026-08-05 23:06:20.150614,2026-08-05 23:03:00.150614,5,17,15
5,13,2026-08-05 23:06:50.150614,2026-08-05 23:03:30.150614,20,0,8
5,13,2026-08-05 23:07:20.150614,2026-08-05 23:04:00.150614,4,9,11
5,13,2026-08-05 23:07:50.150614,2026-08-05 23:04:30.150614,12,19,4
5,13,2026-08-05 23:08:20.150614,2026-08-05 23:05:00.150614,20,13,6
5,13,2026-08-05 23:08:50.150614,2026-08-05 23:05:30.150614,1,7,5
5,13,2026-08-05 23:09:20.150614,2026-08-05 23:06:00.150614,7,10,16
5,13,2026-08-05 23:09:50.150614,2026-08-05 23:06:30.150614,2,17,10
5,13,2026-08-05 23:10:20.150614,2026-08-05 23:07:00.150614,10,15,15
5,13,2026-08-05 23:10:50.150614,2026-08-05 23:07:30.150614,15,5,0
5,13,2026-08-05 23:11:20.150614,2026-08-05 23:08:00.150614,8,10,4
5,13,2026-08-05 23:11:50.150614,2026-08-05 23:08:30.150614,15,0,19
5,13,2026-08-05 23:12:20.150614,2026-08-05 23:09:00.150614,7,8,6
5,13,2026-08-05 23:12:50.150614,2026-08-05 23:09:30.150614,16,18,18
5,13,2026-08-05 23:13:20.150614,2026-08-05 23:10:00.150614,9,20,0
5,13,2026-08-05 23:13:50.150614,2026-08-05 23:10:30.150614,6,11,11
5,13,2026-08-05 23:14:20.150614,2026-08-05 23:11:00.150614,7,0,6
5,13,2026-08-05 23:14:50.150614,2026-08-05 23:11:30.150614,5,3,3
5,13,2026-08-05 23:15:20.150614,2026-08-05 23:12:00.150614,17,11,0
5,13,2026-08-05 23:15:50.150614,2026-08-05 23:12:30.150614,12,3,5
5,13,2026-08-05 23:16:20.150614,2026-08-05 23:13:00.150614,6,5,12
5,13,2026-08-05 23:16:50.150614,2026-08-05 23:13:30.150614,9,2,0
5,13,2026-08-05 23:17:20.150614,2026-08-05 23:14:00.150614,0,1,5
5,13,2026-08-05 23:17:50.150614,2026-08-05 23:14:30.150614,13,7,11
5,13,2026-08-05 23:18:20.150614,2026-08-05 23:15:00.150614,0,13,11
5,13,2026-08-05 23:18:50.150614,2026-08-05 23:15:30.150614,15,1,3
5,13,2026-08-05 23:19:20.150614,2026-08-05 23:16:00.150614,12,10,11
5,13,2026-08-05 23:19:50.150614,2026-08-05 23:16:30.150614,12,0,12
5,13,2026-08-05 23:20:20.150614,2026-08-05 23:17:00.150614,1,8,9
5,13,2026-08-05 23:20:50.150614,2026-08-05 23:17:30.150614,11,9,16
5,13,2026-08-05 23:21:20.150614,2026-08-05 23:18:00.150614,12,17,4
5,13,2026-08-05 23:21:50.150614,2026-08-05 23:18:30.150614,9,7,4
5,13,2026-08-05 23:22:20.150614,2026-08-05 23:19:00.150614,17,6,2
5,13,2026-08-05 23:22:50.150614,2026-08-05 23:19:30.150614,17,9,3
5,13,2026-08-05 23:23:20.150614,2026-08-05 23:20:00.150614,13,13,15
5,13,2026-08-05 23:23:50.150614,2026-08-05 23:20:30.150614,7,9,8
5,13,2026-08-05 23:24:20.150614,2026-08-05 23:21:00.150614,0,12,17
5,13,2026-08-05 23:24:50.150614,2026-08-05 23:21:30.150614,16,11,15
5,13,2026-08-05 23:25:20.150614,2026-08-05 23:22:00.150614,9,2,15
5,13,2026-08-05 23:25:50.150614,2026-08-05 23:22:30.150614,7,2,10
5,13,2026-08-05 23:26:20.150614,2026-08-05 23:23:00.150614,2,2,16
5,13,2026-08-05 23:26:50.150614,2026-08-05 23:23:30.150614,4,11,20
5,13,2026-08-05 23:27:20.150614,2026-08-05 23:24:00.150614,1,11,15
5,13,2026-08-05 23:27:50.150614,2026-08-05 23:24:30.150614,8,19,6
5,13,2026-08-05 23:28:20.150614,2026-08-05 23:25:00.150614,8,8,11
5,13,2026-08-05 23:28:50.150614,2026-08-05 23:25:30.150614,19,8,8
5,13,2026-08-05 23:29:20.150614,2026-08-05 23:26:00.150614,4,8,12
5,13,2026-08-05 23:29:50.150614,2026-08-05 23:26:30.150614,18,15,10
5,13,2026-08-05 23:30:20.150614,2026-08-05 23:27:00.150614,13,2,14
5,13,2026-08-05 23:30:50.150614,2026-08-05 23:27:30.150614,5,17,14
5,13,2026-08-05 23:31:20.150614,2026-08-05 23:28:00.150614,3,19,17
5,13,2026-08-05 23:31:50.150614,2026-08-05 23:28:30.150614,17,19,18
5,13,2026-08-05 23:32:20.150614,2026-08-05 23:29:00.150614,19,2,2
5,13,2026-08-05 23:32:50.150614,2026-08-05 23:29:30.150614,2,12,3
5,13,2026-08-05 23:33:20.150614,2026-08-05 23:30:00.150614,9,18,5
5,13,2026-08-05 23:33:50.150614,2026-08-05 23:30:30.150614,5,18,11
5,13,2026-08-05 23:34:20.150614,2026-08-05 23:31:00.150614,13,2,14
5,13,2026-08-05 23:34:50.150614,2026-08-05 23:31:30.150614,20,13,7
5,13,2026-08-05 23:35:20.150614,2026-08-05 23:32:00.150614,11,1,17
5,13,2026-08-05 23:35:50.150614,2026-08-05 23:32:30.150614,17,19,11
5,13,2026-08-05 23:36:20.150614,2026-08-05 23:33:00.150614,12,6,16
5,13,2026-08-05 23:36:50.150614,2026-08-05 23:33:30.150614,13,0,4
5,13,2026-08-05 23:37:20.150614,2026-08-05 23:34:00.150614,12,13,1
5,13,2026-08-05 23:37:50.150614,2026-08-05 23:34:30.150614,13,19,12
5,13,2026-08-05 23:38:20.150614,2026-08-05 23:35:00.150614,6,7,9
5,13,2026-08-05 23:38:50.150614,2026-08-05 23:35:30.150614,6,6,12
5,13,2026-08-05 23:39:20.150614,2026-08-05 23:36:00.150614,5,1,2
5,13,2026-08-05 23:39:50.150614,2026-08-05 23:36:30.150614,7,19,4
5,13,2026-08-05 23:40:20.150614,2026-08-05 23:37:00.150614,17,2,16
5,13,2026-08-05 23:40:50.150614,2026-08-05 23:37:30.150614,9,10,19
5,13,2026-08-05 23:41:20.150614,2026-08-05 23:38:00.150614,11,1,17
5,13,2026-08-05 23:41:50.150614,2026-08-05 23:38:30.150614,16,10,9
5,13,2026-08-05 23:42:20.150614,2026-08-05 23:39:00.150614,12,19,2
5,13,2026-08-05 23:42:50.150614,2026-08-05 23:39:30.150614,4,8,5
5,13,2026-08-05 23:43:20.150614,2026-08-05 23:40:00.150614,1,9,19
5,13,2026-08-05 23:43:50.150614,2026-08-05 23:40:30.150614,7,1,6
5,13,2026-08-05 23:44:20.150614,2026-08-05 23:41:00.150614,16,10,10
5,13,2026-08-05 23:44:50.150614,2026-08-05 23:41:30.150614,19,2,5
5,13,2026-08-05 23:45:20.150614,2026-08-05 23:42:00.150614,4,4,9
5,13,2026-08-05 23:45:50.150614,2026-08-05 23:42:30.150614,2,3,7
5,13,2026-08-05 23:46:20.150614,2026-08-05 23:43:00.150614,6,7,11
5,13,2026-08-05 23:46:50.150614,2026-08-05 23:43:30.150614,2,8,17
5,13,2026-08-05 23:47:20.150614,2026-08-05 23:44:00.150614,14,6,4
5,13,2026-08-05 23:47:50.150614,2026-08-05 23:44:30.150614,11,6,8
5,13,2026-08-05 23:48:20.150614,2026-08-05 23:45:00.150614,13,14,0
5,13,2026-08-05 23:48:50.150614,2026-08-05 23:45:30.150614,10,7,3
5,13,2026-08-05 23:49:20.150614,2026-08-05 23:46:00.150614,6,2,16
5,13,2026-08-05 23:49:50.150614,2026-08-05 23:46:30.150614,9,8,4
5,13,2026-08-05 23:50:20.150614,2026-08-05 23:47:00.150614,0,2,18
5,13,2026-08-05 23:50:50.150614,2026-08-05 23:47:30.150614,2,4,20
5,13,2026-08-05 23:51:20.150614,2026-08-05 23:48:00.150614,9,14,20
5,13,2026-08-05 23:51:50.150614,2026-08-05 23:48:30.150614,11,20,15
5,13,2026-08-05 23:52:20.150614,2026-08-05 23:49:00.150614,2,0,8
5,13,2026-08-05 23:52:50.150614,2026-08-05 23:49:30.150614,6,5,15
5,13,2026-08-05 23:53:20.150614,2026-08-05 23:50:00.150614,5,4,10
5,13,2026-08-05 23:53:50.150614,2026-08-05 23:50:30.150614,0,4,7
5,13,2026-08-05 23:54:20.150614,2026-08-05 23:51:00.150614,19,11,12
5,13,2026-08-05 23:54:50.150614,2026-08-05 23:51:30.150614,7,19,1
5,13,2026-08-05 23:55:20.150614,2026-08-05 23:52:00.150614,15,0,17
5,13,2026-08-05 23:55:50.150614,2026-08-05 23:52:30.150614,11,6,2
5,13,2026-08-05 23:56:20.150614,2026-08-05 23:53:00.150614,7,1,11
5,13,2026-08-05 23:56:50.150614,2026-08-05 23:53:30.150614,13,12,13
5,13,2026-08-05 23:57:20.150614,2026-08-05 23:54:00.150614,17,19,15
5,13,2026-08-05 23:57:50.150614,2026-08-05 23:54:30.150614,8,13,0
5,13,2026-08-05 23:58:20.150614,2026-08-05 23:55:00.150614,15,14,19
5,13,2026-08-05 23:58:50.150614,2026-08-05 23:55:30.150614,15,3,6
5,13,2026-08-05 23:59:20.150614,2026-08-05 23:56:00.150614,11,13,5
5,13,2026-08-05 23:59:50.150614,2026-08-05 23:56:30.150614,20,20,10
5,13,2026-08-06 00:00:20.150614,2026-08-05 23:57:00.150614,1,12,18
5,13,2026-08-06 00:00:50.150614,2026-08-05 23:57:30.150614,7,8,19
5,13,2026-08-06 00:01:20.150614,2026-08-05 23:58:00.150614,16,13,19
5,13,2026-08-06 00:01:50.150614,2026-08-05 23:58:30.150614,6,13,9
5,13,2026-08-06 00:02:20.150614,2026-08-05 23:59:00.150614,19,16,17
5,13,2026-08-06 00:02:50.150614,2026-08-05 23:59:30.150614,18,0,15
5,13,2026-08-06 00:03:20.150614,2026-08-06 00:00:00.150614,7,1,7
5,13,2026-08-06 00:03:50.150614,2026-08-06 00:00:30.150614,4,8,0
5,13,2026-08-06 00:04:20.150614,2026-08-06 00:01:00.150614,5,2,20
5,13,2026-08-06 00:04:50.150614,2026-08-06 00:01:30.150614,17,18,2
5,13,2026-08-06 00:05:20.150614,2026-08-06 00:02:00.150614,13,2,7
5,13,2026-08-06 00:05:50.150614,2026-08-06 00:02:30.150614,2,13,17
5,13,2026-08-06 00:06:20.150614,2026-08-06 00:03:00.150614,16,15,18
5,13,2026-08-06 00:06:50.150614,2026-08-06 00:03:30.150614,1,19,7
5,13,2026-08-06 00:07:20.150614,2026-08-06 00:04:00.150614,11,10,1
5,13,2026-08-06 00:07:50.150614,2026-08-06 00:04:30.150614,7,11,2
5,13,2026-08-06 00:08:20.150614,2026-08-06 00:05:00.150614,11,5,10
5,13,2026-08-06 00:08:50.150614,2026-08-06 00:05:30.150614,17,18,4
5,13,2026-08-06 00:09:20.150614,2026-08-06 00:06:00.150614,2,5,10
5,13,2026-08-06 00:09:50.150614,2026-08-06 00:06:30.150614,17,0,4
5,13,2026-08-06 00:10:20.150614,2026-08-06 00:07:00.150614,9,14,0
5,13,2026-08-06 00:10:50.150614,2026-08-06 00:07:30.150614,16,16,15
5,13,2026-08-06 00:11:20.150614,2026-08-06 00:08:00.150614,4,16,7
5,13,2026-08-06 00:11:50.150614,2026-08-06 00:08:30.150614,8,3,10
5,13,2026-08-06 00:12:20.150614,2026-08-06 00:09:00.150614,18,11,2
5,13,2026-08-06 00:12:50.150614,2026-08-06 00:09:30.150614,5,20,9
5,13,2026-08-06 00:13:20.150614,2026-08-06 00:10:00.150614,16,5,10
5,13,2026-08-06 00:13:50.150614,2026-08-06 00:10:30.150614,3,11,20
5,13,2026-08-06 00:14:20.150614,2026-08-06 00:11:00.150614,8,12,18
5,13,2026-08-06 00:14:50.150614,2026-08-06 00:11:30.150614,11,11,16
5,13,2026-08-06 00:15:20.150614,2026-08-06 00:12:00.150614,20,10,20
5,13,2026-08-06 00:15:50.150614,2026-08-06 00:12:30.150614,5,3,8
5,13,2026-08-06 00:16:20.150614,2026-08-06 00:13:00.150614,0,20,11
5,13,2026-08-06 00:16:50.150614,2026-08-06 00:13:30.150614,17,17,9
5,13,2026-08-06 00:17:20.150614,2026-08-06 00:14:00.150614,20,8,10
5,13,2026-08-06 00:17:50.150614,2026-08-06 00:14:30.150614,19,20,6
5,13,2026-08-06 00:18:20.150614,2026-08-06 00:15:00.150614,19,2,1
5,13,2026-08-06 00:18:50.150614,2026-08-06 00:15:30.150614,17,7,16
5,13,2026-08-06 00:19:20.150614,2026-08-06 00:16:00.150614,18,2,1
5,13,2026-08-06 00:19:50.150614,2026-08-06 00:16:30.150614,11,13,2
5,13,2026-08-06 00:20:20.150614,2026-08-06 00:17:00.150614,19,5,3
5,13,2026-08-06 00:20:50.150614,2026-08-06 00:17:30.150614,2,10,7
5,13,2026-08-06 00:21:20.150614,2026-08-06 00:18:00.150614,15,1,14
5,13,2026-08-06 00:21:50.150614,2026-08-06 00:18:30.150614,7,16,14
5,13,2026-08-06 00:22:20.150614,2026-08-06 00:19:00.150614,6,6,1
5,13,2026-08-06 00:22:50.150614,2026-08-06 00:19:30.150614,11,7,7
5,13,2026-08-06 00:23:20.150614,2026-08-06 00:20:00.150614,17,10,4
5,13,2026-08-06 00:23:50.150614,2026-08-06 00:20:30.150614,8,4,20
5,13,2026-08-06 00:24:20.150614,2026-08-06 00:21:00.150614,19,6,16
5,13,2026-08-06 00:24:50.150614,2026-08-06 00:21:30.150614,5,18,12
5,13,2026-08-06 00:25:20.150614,2026-08-06 00:22:00.150614,2,16,2
5,13,2026-08-06 00:25:50.150614,2026-08-06 00:22:30.150614,17,2,9
5,13,2026-08-06 00:26:20.150614,2026-08-06 00:23:00.150614,1,5,7
5,13,2026-08-06 00:26:50.150614,2026-08-06 00:23:30.150614,20,14,14
5,13,2026-08-06 00:27:20.150614,2026-08-06 00:24:00.150614,11,12,3
5,13,2026-08-06 00:27:50.150614,2026-08-06 00:24:30.150614,1,11,15
5,13,2026-08-06 00:28:20.150614,2026-08-06 00:25:00.150614,12,12,17
5,13,2026-08-06 00:28:50.150614,2026-08-06 00:25:30.150614,3,15,3
5,13,2026-08-06 00:29:20.150614,2026-08-06 00:26:00.150614,7,20,5
5,13,2026-08-06 00:29:50.150614,2026-08-06 00:26:30.150614,4,12,19
5,13,2026-08-06 00:30:20.150614,2026-08-06 00:27:00.150614,8,14,6
5,13,2026-08-06 00:30:50.150614,2026-08-06 00:27:30.150614,9,5,0
5,13,2026-08-06 00:31:20.150614,2026-08-06 00:28:00.150614,6,18,19
5,13,2026-08-06 00:31:50.150614,2026-08-06 00:28:30.150614,8,4,10
5,13,2026-08-06 00:32:20.150614,2026-08-06 00:29:00.150614,6,11,20
5,13,2026-08-06 00:32:50.150614,2026-08-06 00:29:30.150614,1,16,16
5,13,2026-08-06 00:33:20.150614,2026-08-06 00:30:00.150614,19,4,7
5,13,2026-08-06 00:33:50.150614,2026-08-06 00:30:30.150614,5,20,5
5,13,2026-08-06 00:34:20.150614,2026-08-06 00:31:00.150614,12,18,19
5,13,2026-08-06 00:34:50.150614,2026-08-06 00:31:30.150614,8,17,5
5,13,2026-08-06 00:35:20.150614,2026-08-06 00:32:00.150614,0,0,18
5,13,2026-08-06 00:35:50.150614,2026-08-06 00:32:30.150614,0,14,10
5,13,2026-08-06 00:36:20.150614,2026-08-06 00:33:00.150614,10,7,2
5,13,2026-08-06 00:36:50.150614,2026-08-06 00:33:30.150614,11,20,4
5,13,2026-08-06 00:37:20.150614,2026-08-06 00:34:00.150614,11,1,4
5,13,2026-08-06 00:37:50.150614,2026-08-06 00:34:30.150614,5,10,2
5,13,2026-08-06 00:38:20.150614,2026-08-06 00:35:00.150614,8,8,13
5,13,2026-08-06 00:38:50.150614,2026-08-06 00:35:30.150614,1,13,4
5,13,2026-08-06 00:39:20.150614,2026-08-06 00:36:00.150614,14,12,20
5,13,2026-08-06 00:39:50.150614,2026-08-06 00:36:30.150614,2,20,15
5,13,2026-08-06 00:40:20.150614,2026-08-06 00:37:00.150614,15,7,17
5,13,2026-08-06 00:40:50.150614,2026-08-06 00:37:30.150614,3,14,5
5,13,2026-08-06 00:41:20.150614,2026-08-06 00:38:00.150614,4,1,3
5,13,2026-08-06 00:41:50.150614,2026-08-06 00:38:30.150614,6,12,20
5,13,2026-08-06 00:42:20.150614,2026-08-06 00:39:00.150614,14,17,1
5,13,2026-08-06 00:42:50.150614,2026-08-06 00:39:30.150614,14,5,4
5,13,2026-08-06 00:43:20.150614,2026-08-06 00:40:00.150614,17,18,11
5,13,2026-08-06 00:43:50.150614,2026-08-06 00:40:30.150614,16,16,18
5,13,2026-08-06 00:44:20.150614,2026-08-06 00:41:00.150614,10,6,13
5,13,2026-08-06 00:44:50.150614,2026-08-06 00:41:30.150614,5,16,1
5,13,2026-08-06 00:45:20.150614,2026-08-06 00:42:00.150614,10,19,19
5,13,2026-08-06 00:45:50.150614,2026-08-06 00:42:30.150614,16,13,2
5,13,2026-08-06 00:46:20.150614,2026-08-06 00:43:00.150614,9,4,8
5,13,2026-08-06 00:46:50.150614,2026-08-06 00:43:30.150614,14,12,0
5,13,2026-08-06 00:47:20.150614,2026-08-06 00:44:00.150614,19,8,18
5,13,2026-08-06 00:47:50.150614,2026-08-06 00:44:30.150614,19,9,0
5,13,2026-08-06 00:48:20.150614,2026-08-06 00:45:00.150614,4,14,7
5,13,2026-08-06 00:48:50.150614,2026-08-06 00:45:30.150614,15,15,15
5,13,2026-08-06 00:49:20.150614,2026-08-06 00:46:00.150614,10,16,18
5,13,2026-08-06 00:49:50.150614,2026-08-06 00:46:30.150614,0,8,20
5,13,2026-08-06 00:50:20.150614,2026-08-06 00:47:00.150614,6,9,7
5,13,2026-08-06 00:50:50.150614,2026-08-06 00:47:30.150614,18,18,3
5,13,2026-08-06 00:51:20.150614,2026-08-06 00:48:00.150614,4,4,15
5,13,2026-08-06 00:51:50.150614,2026-08-06 00:48:30.150614,20,17,7
5,13,2026-08-06 00:52:20.150614,2026-08-06 00:49:00.150614,13,17,0
5,13,2026-08-06 00:52:50.150614,2026-08-06 00:49:30.150614,3,9,15
5,13,2026-08-06 00:53:20.150614,2026-08-06 00:50:00.150614,7,20,3
5,13,2026-08-06 00:53:50.150614,2026-08-06 00:50:30.150614,16,10,12
5,13,2026-08-06 00:54:20.150614,2026-08-06 00:51:00.150614,18,15,16
5,13,2026-08-06 00:54:50.150614,2026-08-06 00:51:30.150614,11,0,5
5,13,2026-08-06 00:55:20.150614,2026-08-06 00:52:00.150614,13,7,6
5,13,2026-08-06 00:55:50.150614,2026-08-06 00:52:30.150614,20,14,20
5,13,2026-08-06 00:56:20.150614,2026-08-06 00:53:00.150614,14,1,14
5,13,2026-08-06 00:56:50.150614,2026-08-06 00:53:30.150614,7,13,9
5,13,2026-08-06 00:57:20.150614,2026-08-06 00:54:00.150614,18,3,3
5,13,2026-08-06 00:57:50.150614,2026-08-06 00:54:30.150614,9,15,11
5,13,2026-08-06 00:58:20.150614,2026-08-06 00:55:00.150614,15,0,18
5,13,2026-08-06 00:58:50.150614,2026-08-06 00:55:30.150614,5,0,2
5,13,2026-08-06 00:59:20.150614,2026-08-06 00:56:00.150614,2,1,10
5,13,2026-08-06 00:59:50.150614,2026-08-06 00:56:30.150614,2,3,1
5,13,2026-08-06 01:00:20.150614,2026-08-06 00:57:00.150614,16,15,0
5,13,2026-08-06 01:00:50.150614,2026-08-06 00:57:30.150614,14,10,17
5,13,2026-08-06 01:01:20.150614,2026-08-06 00:58:00.150614,9,16,0
5,13,2026-08-06 01:01:50.150614,2026-08-06 00:58:30.150614,12,6,16
5,13,2026-08-06 01:02:20.150614,2026-08-06 00:59:00.150614,18,7,16
5,13,2026-08-06 01:02:50.150614,2026-08-06 00:59:30.150614,8,15,1
5,13,2026-08-06 01:03:20.150614,2026-08-06 01:00:00.150614,4,12,14
5,13,2026-08-06 01:03:50.150614,2026-08-06 01:00:30.150614,3,15,20
5,13,2026-08-06 01:04:20.150614,2026-08-06 01:01:00.150614,12,12,16
5,13,2026-08-06 01:04:50.150614,2026-08-06 01:01:30.150614,12,3,8
5,13,2026-08-06 01:05:20.150614,2026-08-06 01:02:00.150614,13,19,4
5,13,2026-08-06 01:05:50.150614,2026-08-06 01:02:30.150614,1,12,0
5,13,2026-08-06 01:06:20.150614,2026-08-06 01:03:00.150614,18,11,2
5,13,2026-08-06 01:06:50.150614,2026-08-06 01:03:30.150614,13,14,16
5,13,2026-08-06 01:07:20.150614,2026-08-06 01:04:00.150614,9,4,11
5,13,2026-08-06 01:07:50.150614,2026-08-06 01:04:30.150614,16,3,3
5,13,2026-08-06 01:08:20.150614,2026-08-06 01:05:00.150614,17,20,0
5,13,2026-08-06 01:08:50.150614,2026-08-06 01:05:30.150614,16,13,6
5,13,2026-08-06 01:09:20.150614,2026-08-06 01:06:00.150614,5,10,16
5,13,2026-08-06 01:09:50.150614,2026-08-06 01:06:30.150614,20,0,7
5,13,2026-08-06 01:10:20.150614,2026-08-06 01:07:00.150614,12,19,6
5,13,2026-08-06 01:10:50.150614,2026-08-06 01:07:30.150614,9,2,4
5,13,2026-08-06 01:11:20.150614,2026-08-06 01:08:00.150614,19,3,2
5,13,2026-08-06 01:11:50.150614,2026-08-06 01:08:30.150614,13,10,2
5,13,2026-08-06 01:12:20.150614,2026-08-06 01:09:00.150614,9,14,8
5,13,2026-08-06 01:12:50.150614,2026-08-06 01:09:30.150614,1,11,3
5,13,2026-08-06 01:13:20.150614,2026-08-06 01:10:00.150614,14,10,15
5,13,2026-08-06 01:13:50.150614,2026-08-06 01:10:30.150614,7,18,8
5,13,2026-08-06 01:14:20.150614,2026-08-06 01:11:00.150614,8,17,12
5,13,2026-08-06 01:14:50.150614,2026-08-06 01:11:30.150614,7,9,4
5,13,2026-08-06 01:15:20.150614,2026-08-06 01:12:00.150614,17,6,14
5,13,2026-08-06 01:15:50.150614,2026-08-06 01:12:30.150614,4,13,13
5,13,2026-08-06 01:16:20.150614,2026-08-06 01:13:00.150614,1,9,1
5,13,2026-08-06 01:16:50.150614,2026-08-06 01:13:30.150614,1,0,17
5,13,2026-08-06 01:17:20.150614,2026-08-06 01:14:00.150614,2,4,16
5,13,2026-08-06 01:17:50.150614,2026-08-06 01:14:30.150614,4,7,2
5,13,2026-08-06 01:18:20.150614,2026-08-06 01:15:00.150614,16,14,20
5,13,2026-08-06 01:18:50.150614,2026-08-06 01:15:30.150614,15,3,9
5,13,2026-08-06 01:19:20.150614,2026-08-06 01:16:00.150614,19,15,11
5,13,2026-08-06 01:19:50.150614,2026-08-06 01:16:30.150614,9,14,3
5,13,2026-08-06 01:20:20.150614,2026-08-06 01:17:00.150614,1,16,19
5,13,2026-08-06 01:20:50.150614,2026-08-06 01:17:30.150614,20,11,11
5,13,2026-08-06 01:21:20.150614,2026-08-06 01:18:00.150614,5,16,1
5,13,2026-08-06 01:21:50.150614,2026-08-06 01:18:30.150614,18,8,10
5,13,2026-08-06 01:22:20.150614,2026-08-06 01:19:00.150614,2,5,3
5,13,2026-08-06 01:22:50.150614,2026-08-06 01:19:30.150614,10,3,5
5,13,2026-08-06 01:23:20.150614,2026-08-06 01:20:00.150614,9,19,13
5,13,2026-08-06 01:23:50.150614,2026-08-06 01:20:30.150614,1,3,17
5,13,2026-08-06 01:24:20.150614,2026-08-06 01:21:00.150614,2,14,1
5,13,2026-08-06 01:24:50.150614,2026-08-06 01:21:30.150614,3,14,15
5,13,2026-08-06 01:25:20.150614,2026-08-06 01:22:00.150614,3,0,10
5,13,2026-08-06 01:25:50.150614,2026-08-06 01:22:30.150614,4,4,5
5,13,2026-08-06 01:26:20.150614,2026-08-06 01:23:00.150614,12,10,20
5,13,2026-08-06 01:26:50.150614,2026-08-06 01:23:30.150614,17,17,14
5,13,2026-08-06 01:27:20.150614,2026-08-06 01:24:00.150614,6,18,18
5,13,2026-08-06 01:27:50.150614,2026-08-06 01:24:30.150614,13,5,2
5,13,2026-08-06 01:28:20.150614,2026-08-06 01:25:00.150614,17,0,2
5,13,2026-08-06 01:28:50.150614,2026-08-06 01:25:30.150614,17,19,18
5,13,2026-08-06 01:29:20.150614,2026-08-06 01:26:00.150614,10,14,4
5,13,2026-08-06 01:29:50.150614,2026-08-06 01:26:30.150614,13,19,19
5,13,2026-08-06 01:30:20.150614,2026-08-06 01:27:00.150614,17,17,7
5,13,2026-08-06 01:30:50.150614,2026-08-06 01:27:30.150614,6,6,17
5,13,2026-08-06 01:31:20.150614,2026-08-06 01:28:00.150614,19,3,19
5,13,2026-08-06 01:31:50.150614,2026-08-06 01:28:30.150614,14,3,6
5,13,2026-08-06 01:32:20.150614,2026-08-06 01:29:00.150614,19,6,3
5,13,2026-08-06 01:32:50.150614,2026-08-06 01:29:30.150614,20,16,20
5,13,2026-08-06 01:33:20.150614,2026-08-06 01:30:00.150614,17,14,7
5,13,2026-08-06 01:33:50.150614,2026-08-06 01:30:30.150614,4,1,15
5,13,2026-08-06 01:34:20.150614,2026-08-06 01:31:00.150614,6,10,6
5,13,2026-08-06 01:34:50.150614,2026-08-06 01:31:30.150614,7,7,8
5,13,2026-08-06 01:35:20.150614,2026-08-06 01:32:00.150614,1,11,0
5,13,2026-08-06 01:35:50.150614,2026-08-06 01:32:30.150614,12,18,9
5,13,2026-08-06 01:36:20.150614,2026-08-06 01:33:00.150614,3,2,4
5,13,2026-08-06 01:36:50.150614,2026-08-06 01:33:30.150614,10,9,3
5,13,2026-08-06 01:37:20.150614,2026-08-06 01:34:00.150614,17,11,6
5,13,2026-08-06 01:37:50.150614,2026-08-06 01:34:30.150614,17,0,15
5,13,2026-08-06 01:38:20.150614,2026-08-06 01:35:00.150614,6,9,7
5,13,2026-08-06 01:38:50.150614,2026-08-06 01:35:30.150614,20,10,17
5,13,2026-08-06 01:39:20.150614,2026-08-06 01:36:00.150614,18,9,13
5,13,2026-08-06 01:39:50.150614,2026-08-06 01:36:30.150614,3,6,7
5,13,2026-08-06 01:40:20.150614,2026-08-06 01:37:00.150614,16,7,12
5,13,2026-08-06 01:40:50.150614,2026-08-06 01:37:30.150614,13,1,15
5,13,2026-08-06 01:41:20.150614,2026-08-06 01:38:00.150614,17,3,18
5,13,2026-08-06 01:41:50.150614,2026-08-06 01:38:30.150614,8,7,5
5,13,2026-08-06 01:42:20.150614,2026-08-06 01:39:00.150614,6,7,17
5,13,2026-08-06 01:42:50.150614,2026-08-06 01:39:30.150614,19,8,12
5,13,2026-08-06 01:43:20.150614,2026-08-06 01:40:00.150614,5,2,2
5,13,2026-08-06 01:43:50.150614,2026-08-06 01:40:30.150614,13,1,10
5,13,2026-08-06 01:44:20.150614,2026-08-06 01:41:00.150614,19,14,8
5,13,2026-08-06 01:44:50.150614,2026-08-06 01:41:30.150614,0,18,14
5,13,2026-08-06 01:45:20.150614,2026-08-06 01:42:00.150614,4,18,14
5,13,2026-08-06 01:45:50.150614,2026-08-06 01:42:30.150614,1,6,16
5,13,2026-08-06 01:46:20.150614,2026-08-06 01:43:00.150614,3,6,20
